1,4.29165e-05
1,1.14975e-05
1,0.0001166505
1,0.0001440849
1,5.16913e-05
1,4.31999e-05
1,1.30243e-05
1,0.0002187267
1,9.08963e-05
1,1.29502e-05
1,8.60027e-05
1,2.38832e-05
1,5.59456e-05
1,2.04342e-05
1,4.77925e-05
1,2.89465e-05
1,4.29165e-05
1,0.0001513276
1,4.29165e-05
1,2.84674e-05
1,4.29165e-05
1,3.37758e-05
1,4.52739e-05
1,6.91706e-05
1,0.0002131242
1,5.03916e-05
1,6.91516e-05
1,3.38075e-05
1,7.63758e-05
1,3.34351e-05
1,0.0001744829
1,1.42334e-05
1,1.3181e-06
1,4.82623e-05
1,4.31072e-05
1,2.89465e-05
1,4.29165e-05
1,1.39592e-05
1,1.8906e-05
1,4.29165e-05
1,5.8297e-06
1,2.9091e-05
1,6.4739e-05
1,5.69791e-05
1,4.0463e-06
1,4.49631e-05
1,5.5384e-06
1,0.0001046556
1,0.0001154986
1,5.99814e-05
1,6.29153e-05
1,2.29274e-05
1,3.88222e-05
1,4.31072e-05
1,6.5896e-06
1,4.29165e-05
1,4.29165e-05
1,7.36211e-05
1,6.07006e-05
1,0.000129823
1,4.7073e-06
1,3.66848e-05
1,2.48406e-05
1,7.46543e-05
1,3.59147e-05
1,3.65732e-05
1,7.20438e-05
1,9.2693e-06
1,0.0001169033
1,7.04654e-05
1,2.34223e-05
1,6.5896e-06
1,4.29165e-05
1,3.1527e-06
1,4.29165e-05
1,0.0001104312
1,0.0001025529
1,3.11612e-05
1,3.90329e-05
1,6.95577e-05
1,6.2245e-05
1,3.34571e-05
1,3.44326e-05
1,0.0001622024
1,1.96275e-05
1,3.35808e-05
1,1.5663e-05
1,3.88222e-05
1,4.77925e-05
1,6.5896e-06
1,4.29165e-05
1,3.68951e-05
1,4.29165e-05
1,5.98021e-05
1,3.01417e-05
1,0.0001238902
1,9.63477e-05
1,1.45732e-05
1,0.0002080311
1,6.64151e-05
1,8.6112e-05
1,2.17208e-05
1,1.25509e-05
1,4.9223e-05
1,4.08277e-05
1,0.0001195665
1,2.34223e-05
1,2.89465e-05
1,4.29165e-05
1,1.13753e-05
2,8.16326e-05
2,0.0001274474
2,0.0001208202
2,0.000245521
2,8.86414e-05
2,4.86397e-05
2,2.45497e-05
2,0.0002285357
2,0.0001058781
2,4.98817e-05
2,0.000121582
2,4.75193e-05
2,8.91522e-05
2,0.0001296041
2,7.10652e-05
2,9.80016e-05
2,8.16326e-05
2,0.0002135096
2,8.16326e-05
2,5.34406e-05
2,8.16326e-05
2,9.56929e-05
2,0.0001287864
2,8.18511e-05
2,0.0002152296
2,0.0001423173
2,7.8307e-05
2,5.39294e-05
2,0.0001241186
2,4.14155e-05
2,0.0001915828
2,3.64344e-05
