2022-04-21T21:14:02.153868+02:00,0.0000429165,0.0000816326,0.0001826709,0.0002936788,0.0003781578,0.0004173530,0.0004192909,0.0004448371,0.0005128679,0.0005230449,0.0006908085,0.0007843479,0.0008080684,0.0008143817,0.0008963970,0.0009145244,0.0009203964,0.0009591728,0.0011437242,0.0011762340
2022-04-21T21:14:08.673206+02:00,0.0000114975,0.0001274474,0.0002779816,0.0002920789,0.0002921812,0.0003037909,0.0003287073,0.0003450609,0.0003611795,0.0003891751,0.0003939794,0.0004018037,0.0004083034,0.0004264059,0.0005040597,0.0005194025,0.0005424398,0.0005675158,0.0005713903,0.0005960200
2022-04-21T21:14:41.604142+02:00,0.0001166505,0.0001208202,0.0002429268,0.0003026053,0.0003243704,0.0003275328,0.0003904819,0.0004610856,0.0004739273,0.0004743521,0.0006260209,0.0006553929,0.0006726539,0.0007030753,0.0007720211,0.0008033877,0.0008965874,0.0010245780,0.0010641794,0.0011326194
2022-04-21T21:14:47.346938+02:00,0.0001440849,0.0002455210,0.0002541328,0.0002558923,0.0003486618,0.0004012825,0.0004607322,0.0004866528,0.0005373679,0.0005484740,0.0005509675,0.0005834128,0.0006129386,0.0006223318,0.0006956094,0.0007145066,0.0007919194,0.0008165737,0.0008639637,0.0009464166
2022-04-21T21:14:51.251593+02:00,0.0000516913,0.0000886414,0.0001086376,0.0001542692,0.0001876816,0.0001908808,0.0003195222,0.0003437805,0.0004308702,0.0004435167,0.0005207020,0.0005668724,0.0006605690,0.0006676635,0.0006701960,0.0006709703,0.0007316966,0.0009201012,0.0009786099,0.0009988858
2022-04-21T21:15:26.516295+02:00,0.0000431999,0.0000486397,0.0001290851,0.0001465779,0.0002262741,0.0002269460,0.0002385415,0.0003315054,0.0003718606,0.0004167210,0.0006114722,0.0006433750,0.0008992875,0.0009004136,0.0009148812,0.0009461437,0.0012477329,0.0013050966,0.0013779275,0.0013985325
2022-04-21T21:15:33.243152+02:00,0.0000130243,0.0000245497,0.0000832480,0.0000951430,0.0001960280,0.0002278793,0.0003063647,0.0003505107,0.0005032550,0.0005448971,0.0005689960,0.0006513302,0.0007076208,0.0007363113,0.0008096372,0.0008542880,0.0008804747,0.0009928320,0.0011015474,0.0012195593
2022-04-21T21:15:40.575147+02:00,0.0002187267,0.0002285357,0.0003690744,0.0005681652,0.0005746548,0.0006073462,0.0006132456,0.0006177683,0.0006242606,0.0006524065,0.0007189770,0.0007841326,0.0008924690,0.0009019430,0.0009170808,0.0010184255,0.0010493765,0.0010576495,0.0011324342,0.0011388612
2022-04-21T21:16:00.756413+02:00,0.0000908963,0.0001058781,0.0001853986,0.0001921289,0.0002100157,0.0002856922,0.0004306242,0.0004506343,0.0004908595,0.0006355763,0.0006871381,0.0007055601,0.0009069253,0.0010048367,0.0010399729,0.0010887839,0.0011143989,0.0012134654,0.0012949093,0.0014162604
2022-04-21T21:17:00.759479+02:00,0.0000129502,0.0000498817,0.0000678479,0.0000945019,0.0002066137,0.0002169449,0.0003442149,0.0004219300,0.0004298011,0.0005558706,0.0005797172,0.0006062222,0.0006713285,0.0007370794,0.0007936207,0.0007943283,0.0008034488,0.0008688280,0.0009750379,0.0010848000
